Ajankohta (vvvv/kk);Hallinnonala;Kirjanpitoyksikkö;Taso2 virasto;VHSvirasto;Organisaatio 1;Organisaatio 2;Organisaatio 3;Palvelussuhteiden lukumäärä
2017/ 05;Oikeusministeriö (hala);Oikeusministeriö;Oikeusapu- ja edunvalvontapiirit;Etelä-Suomen oikeusapu- ja edunvalvontapiiri;Länsi-Uudenmaan oikeusaputoimisto;;;23
2017/ 05;Oikeusministeriö (hala);Oikeusministeriö;Oikeusapu- ja edunvalvontapiirit;Etelä-Suomen oikeusapu- ja edunvalvontapiiri;;;;18
2017/ 05;Oikeusministeriö (hala);Oikeusministeriö;Oikeusapu- ja edunvalvontapiirit;Itä-Suomen oikeusapu- ja edunvalvontapiiri;Etelä-Savon edunvalvontatoimisto;Tekninen yksikkö;;1
2017/ 05;Oikeusministeriö (hala);Oikeusministeriö;Oikeusapu- ja edunvalvontapiirit;Itä-Suomen oikeusapu- ja edunvalvontapiiri;Etelä-Savon edunvalvontatoimisto;;;21
2017/ 05;Oikeusministeriö (hala);Oikeusministeriö;Oikeusapu- ja edunvalvontapiirit;Itä-Suomen oikeusapu- ja edunvalvontapiiri;Etelä-Savon oikeusaputoimisto;Tekninen yksikkö;;1
2017/ 05;Oikeusministeriö (hala);Oikeusministeriö;Oikeusapu- ja edunvalvontapiirit;Itä-Suomen oikeusapu- ja edunvalvontapiiri;Etelä-Savon oikeusaputoimisto;;;20
2017/ 05;Oikeusministeriö (hala);Oikeusministeriö;Oikeusapu- ja edunvalvontapiirit;Itä-Suomen oikeusapu- ja edunvalvontapiiri;Pohjois-Karjalan edunvalvontatoimisto;Tekninen yksikkö;;1
2017/ 05;Oikeusministeriö (hala);Oikeusministeriö;Oikeusapu- ja edunvalvontapiirit;Itä-Suomen oikeusapu- ja edunvalvontapiiri;Pohjois-Karjalan edunvalvontatoimisto;;;28
2017/ 05;Oikeusministeriö (hala);Oikeusministeriö;Oikeusapu- ja edunvalvontapiirit;Itä-Suomen oikeusapu- ja edunvalvontapiiri;Pohjois-Karjalan oikeusaputoimisto;Tekninen yksikkö;;1
2017/ 05;Oikeusministeriö (hala);Oikeusministeriö;Oikeusapu- ja edunvalvontapiirit;Itä-Suomen oikeusapu- ja edunvalvontapiiri;Pohjois-Karjalan oikeusaputoimisto;;;18
2017/ 05;Oikeusministeriö (hala);Oikeusministeriö;Oikeusapu- ja edunvalvontapiirit;Itä-Suomen oikeusapu- ja edunvalvontapiiri;Pohjois-Savon edunvalvontatoimisto;Tekninen yksikkö;;1
2017/ 05;Oikeusministeriö (hala);Oikeusministeriö;Oikeusapu- ja edunvalvontapiirit;Itä-Suomen oikeusapu- ja edunvalvontapiiri;Pohjois-Savon edunvalvontatoimisto;;;41
2017/ 05;Oikeusministeriö (hala);Oikeusministeriö;Oikeusapu- ja edunvalvontapiirit;Itä-Suomen oikeusapu- ja edunvalvontapiiri;Pohjois-Savon oikeusaputoimisto;Tekninen yksikkö;;1
2017/ 05;Oikeusministeriö (hala);Oikeusministeriö;Oikeusapu- ja edunvalvontapiirit;Itä-Suomen oikeusapu- ja edunvalvontapiiri;Pohjois-Savon oikeusaputoimisto;;;19
2017/ 05;Oikeusministeriö (hala);Oikeusministeriö;Oikeusapu- ja edunvalvontapiirit;Itä-Suomen oikeusapu- ja edunvalvontapiiri;;;;9
2017/ 05;Oikeusministeriö (hala);Oikeusministeriö;Oikeusapu- ja edunvalvontapiirit;Kaakkois-Suomen oikeusapu- ja edunvalvontapiiri;Kanta-Hämeen edunvalvontatoimisto;Tekninen yksikkö;;1
2017/ 05;Oikeusministeriö (hala);Oikeusministeriö;Oikeusapu- ja edunvalvontapiirit;Kaakkois-Suomen oikeusapu- ja edunvalvontapiiri;Kanta-Hämeen edunvalvontatoimisto;;;13
